bioguideId,depiction,district,name,partyName,state,terms,updateDate,url
C001063,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_tx_28_cuellar_henry_200.jpg""}",28,"Cuellar, Henry",Democratic,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2005}]}",2025-04-28T13:04:27Z,https://api.congress.gov/v3/member/C001063?format=json
C001051,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/c001051_200.jpg""}",31,"Carter, John R.",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2003}]}",2025-04-28T13:04:27Z,https://api.congress.gov/v3/member/C001051?format=json
D000399,"{""attribution"": ""Image, Congressional Pictorial Directory, 109th."", ""imageUrl"": ""https://www.congress.gov/img/member/d000399_200.jpg""}",37,"Doggett, Lloyd",Democratic,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1995}]}",2025-04-28T13:04:27Z,https://api.congress.gov/v3/member/D000399?format=json
G000601,"{""imageUrl"": ""https://www.congress.gov/img/member/6774277d0b34857ecc9090a7_200.jpg""}",12,"Goldman, Craig A.",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/G000601?format=json
B001325,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/677422990b34857ecc909052_200.jpg""}",3,"Biggs, Sheri",Republican,South Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/B001325?format=json
S001224,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001224_200.jpg""}",3,"Self, Keith",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/S001224?format=json
O000175,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/o000175_200.jpg""}",5,"Ogles, Andrew",Republican,Tennessee,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/O000175?format=json
M001224,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/680008c5f22eaf56065817f4_200.jpg""}",1,"Moran, Nathaniel",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/M001224?format=json
L000603,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/l000603_200.jpg""}",8,"Luttrell, Morgan",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/L000603?format=json
F000478,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/f000478_200.jpg""}",7,"Fry, Russell",Republican,South Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/F000478?format=json
D000594,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/66d9fd54f440bf1dc174fbf6_200.jpg""}",15,"De La Cruz, Monica",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/D000594?format=json
E000071,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/e000071_200.jpg""}",6,"Ellzey, Jake",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/E000071?format=json
P000048,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/p000048_200.jpg""}",11,"Pfluger, August",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/P000048?format=json
J000304,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/j000304_200.jpg""}",13,"Jackson, Ronny",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/J000304?format=json
H001086,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/h001086_200.jpg""}",1,"Harshbarger, Diana",Republican,Tennessee,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/H001086?format=json
F000246,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/f000246_200.jpg""}",4,"Fallon, Pat",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/F000246?format=json
E000299,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/e000299_200.jpg""}",16,"Escobar, Veronica",Democratic,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/E000299?format=json
F000468,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67813f931f9ad6ea6fb1eb6f_200.jpg""}",7,"Fletcher, Lizzie",Democratic,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/F000468?format=json
G000589,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/g000589_200.jpg""}",5,"Gooden, Lance",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/G000589?format=json
C001120,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/c001120_200.jpg""}",2,"Crenshaw, Dan",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/C001120?format=json
R000612,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/r000612_200.jpg""}",6,"Rose, John W.",Republican,Tennessee,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/R000612?format=json
B001309,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/b001309_200.jpg""}",2,"Burchett, Tim",Republican,Tennessee,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/B001309?format=json
J000301,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/j000301_200.jpg""}",,"Johnson, Dusty",Republican,South Dakota,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/J000301?format=json
T000480,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/t000480_200.jpg""}",4,"Timmons, William R.",Republican,South Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2019}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/T000480?format=json
N000190,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/n000190_200.jpg""}",5,"Norman, Ralph",Republican,South Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2017}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/N000190?format=json
A000375,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/115_rp_tx_19_arrington_jodey_200.jpg""}",19,"Arrington, Jodey C.",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2017}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/A000375?format=json
K000392,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_tn_8_kustoff_david_200.jpg""}",8,"Kustoff, David",Republican,Tennessee,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2017}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/K000392?format=json
C001091,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/c001091_200.jpg""}",20,"Castro, Joaquin",Democratic,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2013}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/C001091?format=json
W000814,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/w000814_200.jpg""}",14,"Weber, Randy K. Sr.",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2013}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/W000814?format=json
D000616,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/d000616_200.jpg""}",4,"DesJarlais, Scott",Republican,Tennessee,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2011}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/D000616?format=json
F000459,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/f000459_200.jpg""}",3,"Fleischmann, Charles J. ""Chuck""",Republican,Tennessee,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2011}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/F000459?format=json
C001068,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/c001068_200.jpg""}",9,"Cohen, Steve",Democratic,Tennessee,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2007}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/C001068?format=json
S000250,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/115_rp_tx_32_sessions_pete_200.jpg""}",17,"Sessions, Pete",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""endYear"": 2019, ""startYear"": 1997}, {""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/S000250?format=json
M001157,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_tx_10_mccaul_michael_200.jpg""}",10,"McCaul, Michael T.",Republican,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2005}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/M001157?format=json
G000553,"{""attribution"": ""Congressional Pictorial Directory"", ""imageUrl"": ""https://www.congress.gov/img/member/116_rp_tx_9_green_al_200.jpg""}",9,"Green, Al",Democratic,Texas,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2005}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/G000553?format=json
C000537,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/c000537_200.jpg""}",6,"Clyburn, James E.",Democratic,South Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 1993}]}",2025-04-28T13:04:26Z,https://api.congress.gov/v3/member/C000537?format=json
M001230,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/677430a40b34857ecc909113_200.jpg""}",7,"Mackenzie, Ryan",Republican,Pennsylvania,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/M001230?format=json
H001103,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/67742d980b34857ecc9090e3_200.jpg""}",,"Hernández, Pablo Jose",Democratic,Puerto Rico,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/H001103?format=json
D000635,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/677425260b34857ecc90907d_200.jpg""}",3,"Dexter, Maxine",Democratic,Oregon,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/D000635?format=json
B001327,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/6774236f0b34857ecc90905f_200.jpg""}",8,"Bresnahan, Robert P.",Republican,Pennsylvania,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/B001327?format=json
B001326,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/677423150b34857ecc909059_200.jpg""}",5,"Bynum, Janelle S.",Democratic,Oregon,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2025}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/B001326?format=json
A000380,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/669ace45fa2fb0d731226768_200.jpg""}",1,"Amo, Gabe",Democratic,Rhode Island,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/A000380?format=json
S001226,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/s001226_200.jpg""}",6,"Salinas, Andrea",Democratic,Oregon,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/S001226?format=json
M001223,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m001223_200.jpg""}",2,"Magaziner, Seth",Democratic,Rhode Island,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/M001223?format=json
L000602,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/l000602_200.jpg""}",12,"Lee, Summer L.",Democratic,Pennsylvania,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/L000602?format=json
H001094,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/h001094_200.jpg""}",4,"Hoyle, Val T.",Democratic,Oregon,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/H001094?format=json
D000530,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/d000530_200.jpg""}",17,"Deluzio, Christopher R.",Democratic,Pennsylvania,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/D000530?format=json
B001317,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/b001317_200.jpg""}",2,"Brecheen, Josh",Republican,Oklahoma,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2023}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/B001317?format=json
M000194,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/m000194_200.jpg""}",1,"Mace, Nancy",Republican,South Carolina,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/M000194?format=json
B000740,"{""attribution"": ""Image courtesy of the Member"", ""imageUrl"": ""https://www.congress.gov/img/member/b000740_200.jpg""}",5,"Bice, Stephanie I.",Republican,Oklahoma,"{""item"": [{""chamber"": ""House of Representatives"", ""startYear"": 2021}]}",2025-04-28T13:04:25Z,https://api.congress.gov/v3/member/B000740?format=json
